"Shape_Leng","Shape_Area","ADM1_EN","ADM1_TH","ADM1_PCODE","ADM1_REF","ADM1ALT1EN","ADM1ALT2EN","ADM1ALT1TH","ADM1ALT2TH","ADM0_EN","ADM0_TH","ADM0_PCODE","date","validOn","validTo"
"8.9941635","0.8978068","Khon Kaen","ขอนแก่น","TH40","","","","","","Thailand","ประเทศไทย","TH","2019-02-18Z","2019-02-21Z",""
